geno	CH65_i_MI_neg_a	CH65_i_MI_pos_a	CH65_i_MI_neg_b	CH65_i_MI_pos_b	CH65_i_MI_neg_c	CH65_i_MI_pos_c	CH65_i_SI_G189D_neg_a	CH65_i_SI_G189D_pos_a	CH65_i_SI_G189D_neg_b	CH65_i_SI_G189D_pos_b	CH65_i_SI_G189D_neg_c	CH65_i_SI_G189D_pos_c	CH65_i_unsorted
0101001111011000	383	6	253	1	158	7	33	1	55	0	69	0	24
0101001111011001	406	6	325	1	300	6	49	1	57	0	48	0	59
0101001111011010	429	7	377	0	269	4	45	2	93	2	68	1	39
0101001111011011	443	8	330	4	243	10	47	1	55	3	48	1	32
0101001111011100	458	7	314	1	214	5	40	0	84	3	52	1	36
0101001111011101	496	11	385	4	256	6	76	0	67	5	62	5	37
0101001111011110	527	6	443	5	216	10	57	0	85	3	72	2	30
0101001111011111	463	1	386	5	250	9	93	1	54	2	58	12	58
0101001111100000	441	13	361	0	322	12	80	6	30	10	25	12	56
0101001111100001	498	4	320	10	232	7	16	7	22	6	12	16	29
0101001111100010	526	8	434	2	278	8	62	6	26	9	16	11	41
0101001111100011	547	10	428	8	285	6	17	12	7	9	11	24	32
0101001111100100	457	1	346	2	305	4	39	1	19	2	22	24	64
0101001111100101	518	3	412	3	252	8	51	7	30	12	23	21	34
0101001111100110	446	3	364	3	279	11	33	10	42	8	13	22	62
0101001111100111	500	8	372	3	218	9	8	13	8	17	12	24	29
0101001111101000	427	0	279	5	173	4	19	7	22	5	17	7	38
0101001111101001	330	2	257	3	228	6	93	3	19	9	10	34	41
0101001111101010	484	5	355	6	389	4	64	7	20	7	26	28	63
0101001111101011	458	3	306	14	463	11	38	7	6	6	9	66	54
0101001111101100	406	3	335	9	214	4	44	4	24	2	26	22	40
0101001111101101	425	4	330	5	311	11	44	10	29	6	21	59	94
0101001111101110	550	9	364	19	277	8	70	6	32	4	21	16	57
0101001111101111	492	8	329	4	186	10	26	7	15	10	6	52	65
0101001111110000	553	4	364	4	208	5	24	6	22	10	16	5	47
0101001111110001	470	4	358	2	284	9	12	12	13	5	17	29	85
0101001111110010	491	1	395	2	197	8	47	1	29	8	22	6	41
0101001111110011	522	3	371	2	218	3	9	9	7	16	7	22	52
0101001111110100	444	7	317	6	279	4	49	4	18	3	18	31	37
0101001111110101	458	10	382	6	215	9	33	5	17	14	14	14	43
0101001111110110	481	4	332	1	205	8	42	4	28	10	23	6	35
0101001111110111	482	7	330	3	415	10	13	7	14	12	8	43	35
0101001111111000	338	7	238	3	240	8	44	1	19	5	16	12	30
0101001111111001	333	4	302	3	164	1	26	8	13	7	13	15	29
0101001111111010	390	4	320	16	183	7	46	3	19	6	16	9	29
0101001111111011	509	3	353	7	198	8	12	16	10	13	8	27	31
0101001111111100	442	6	305	9	200	7	13	5	18	5	17	9	33
0101001111111101	364	5	242	1	267	4	70	6	10	1	10	17	46
0101001111111110	456	10	335	3	155	9	29	9	20	6	16	10	45
0101001111111111	479	5	306	22	245	11	29	11	15	10	10	61	41
0101010000000000	533	5	422	4	300	10	121	0	102	0	76	0	53
0101010000000001	500	3	366	6	234	6	69	0	89	0	64	0	37
0101010000000010	529	4	453	2	319	7	47	0	106	0	94	0	48
0101010000000011	603	5	465	10	267	12	71	0	111	0	83	0	56
0101010000000100	474	3	396	6	427	9	94	0	80	0	84	0	90
0101010000000101	471	5	406	8	564	12	143	1	83	0	75	1	108
0101010000000110	495	5	446	2	284	5	65	0	89	0	100	1	46
0101010000000111	450	2	383	7	353	5	87	0	75	1	56	2	50
0101010000001000	323	1	299	27	174	4	34	0	91	1	67	0	41
0101010000001001	389	1	286	2	115	2	32	0	86	1	59	1	33
0101010000001010	438	4	357	22	264	10	64	0	74	1	74	0	46
0101010000001011	455	6	395	19	338	9	84	0	88	0	87	0	43
0101010000001100	432	3	359	1	202	8	64	0	77	0	78	0	31
0101010000001101	378	2	349	4	212	8	68	0	69	0	76	1	52
0101010000001110	556	3	394	5	303	2	74	1	98	0	77	0	48
0101010000001111	458	5	398	6	156	10	68	0	96	0	72	0	39
0101010000010000	454	1	353	4	265	5	71	1	96	0	88	0	55
0101010000010001	447	2	347	12	261	5	44	0	81	0	79	1	66
0101010000010010	510	2	407	3	411	5	98	0	88	0	83	3	75
0101010000010011	460	6	410	8	262	5	64	0	83	1	66	0	30
0101010000010100	411	2	364	1	212	6	51	0	88	0	67	1	35
0101010000010101	485	11	346	9	364	9	83	0	78	0	63	1	71
0101010000010110	473	3	384	5	206	6	49	1	90	1	63	1	51
0101010000010111	399	4	316	2	266	10	51	1	76	1	62	3	39
0101010000011000	323	1	242	22	142	2	35	0	60	1	63	1	21
0101010000011001	331	7	312	4	138	5	38	0	67	0	61	1	25
0101010000011010	399	3	297	3	180	3	49	0	71	0	80	0	34
0101010000011011	474	6	337	24	237	4	79	1	82	0	79	1	53
0101010000011100	361	3	306	3	203	6	54	0	69	0	83	2	31
0101010000011101	380	3	338	1	126	5	33	0	71	1	57	0	17
0101010000011110	461	5	358	4	168	14	42	0	83	0	77	0	25
0101010000011111	389	3	327	2	207	3	44	0	71	0	54	0	34
0101010000100000	372	6	313	3	261	4	61	2	81	1	66	0	33
0101010000100001	384	2	288	3	252	3	28	0	57	0	48	0	29
0101010000100010	403	6	271	4	270	5	52	0	70	1	64	1	37
0101010000100011	424	3	288	4	190	6	51	0	67	1	58	1	47
0101010000100100	331	2	272	10	330	6	69	0	66	0	56	1	80
0101010000100101	389	1	334	16	376	4	61	0	75	0	46	2	52
0101010000100110	395	4	311	5	199	4	46	0	67	0	74	0	22
0101010000100111	347	3	296	1	302	3	50	2	61	0	50	4	34
0101010000101000	303	0	211	2	122	3	60	0	60	1	56	0	26
0101010000101001	260	5	220	2	225	5	45	1	44	0	39	1	38
0101010000101010	322	3	240	1	258	3	51	0	55	0	50	0	36
0101010000101011	403	3	328	19	300	6	37	1	69	4	56	1	31
0101010000101100	322	3	259	2	161	8	38	0	62	2	60	0	35
0101010000101101	301	3	235	14	270	12	53	1	43	1	36	1	46
0101010000101110	378	5	283	10	140	10	38	2	78	0	59	1	26
0101010000101111	369	3	310	3	238	5	37	2	57	3	50	1	25
0101010000110000	431	3	342	5	249	7	68	0	74	2	48	0	39
0101010000110001	378	3	289	1	341	2	81	0	70	4	42	4	74
0101010000110010	392	2	313	3	157	8	40	0	80	0	56	3	20
0101010000110011	446	1	330	6	282	7	91	4	62	1	38	1	47
0101010000110100	399	3	301	2	217	11	71	0	71	3	64	2	39
0101010000110101	398	5	314	2	215	6	52	2	52	4	57	0	33
0101010000110110	395	2	287	2	264	9	52	1	58	1	59	1	30
0101010000110111	414	5	309	3	243	5	57	3	65	0	40	1	36
0101010000111000	278	5	197	1	167	4	49	0	51	1	61	4	36
0101010000111001	307	0	224	3	247	2	55	0	47	2	41	2	51
0101010000111010	347	5	234	3	167	10	42	0	63	0	50	2	32
0101010000111011	383	4	293	12	284	6	36	1	59	1	43	1	36
0101010000111100	320	1	255	2	154	2	24	1	67	1	46	0	19
0101010000111101	320	2	255	2	190	6	37	0	47	0	47	0	20
0101010000111110	403	4	287	4	368	2	101	1	79	0	58	1	66
0101010000111111	382	6	268	4	173	7	35	2	48	4	34	2	27
0101010001000000	546	3	440	13	381	11	123	1	116	0	80	1	51
0101010001000001	539	1	441	3	200	7	53	0	94	0	91	0	40
0101010001000010	490	6	407	7	230	4	79	0	92	0	87	1	36
0101010001000011	614	3	493	5	300	7	76	0	119	0	72	0	60
0101010001000100	482	3	366	7	270	5	72	0	95	0	90	1	41
0101010001000101	571	3	411	15	368	9	71	1	102	0	91	1	67
0101010001000110	579	2	403	3	292	5	44	0	88	0	70	0	37
0101010001000111	549	6	420	5	298	12	80	2	99	0	89	0	56
0101010001001000	390	0	330	6	171	5	56	1	66	0	72	1	19
0101010001001001	404	2	315	0	248	4	103	0	94	0	84	0	38
0101010001001010	540	11	385	2	264	10	56	1	106	0	81	1	55
0101010001001011	533	5	434	3	228	5	50	0	109	0	81	0	49
0101010001001100	437	5	333	20	256	3	57	0	87	0	84	0	48
0101010001001101	368	3	328	4	162	8	52	0	66	0	74	0	30
0101010001001110	564	4	432	3	334	4	66	0	93	0	87	0	47
0101010001001111	547	6	428	1	320	7	53	0	83	0	84	2	60
0101010001010000	541	3	401	3	375	6	89	0	96	0	96	0	83
0101010001010001	498	5	329	23	296	3	83	0	85	0	76	2	59
0101010001010010	544	3	363	15	388	5	123	0	103	1	78	2	102
0101010001010011	540	10	375	8	364	13	78	2	106	1	65	0	42
0101010001010100	440	4	431	4	282	5	60	1	99	0	96	2	42
0101010001010101	452	2	361	3	266	9	70	0	77	0	85	4	51
0101010001010110	513	2	373	4	413	2	64	0	113	0	77	5	43
0101010001010111	521	7	354	4	296	9	49	1	107	0	78	0	19
0101010001011000	352	2	278	4	202	1	51	0	56	0	55	1	48
0101010001011001	432	3	275	0	167	12	51	0	77	0	65	0	16
0101010001011010	469	4	318	2	211	5	65	0	92	0	75	2	20
0101010001011011	458	3	350	6	255	7	32	0	85	0	66	0	57
0101010001011100	461	3	282	3	277	7	79	1	96	0	76	0	49
0101010001011101	402	4	297	1	273	5	74	0	74	0	63	0	63
0101010001011110	473	5	325	0	301	5	83	0	109	0	78	0	42
0101010001011111	479	6	349	2	210	3	48	1	92	0	88	0	37
0101010001100000	480	8	362	4	219	11	43	0	90	2	63	0	31
0101010001100001	424	4	322	4	202	6	43	0	77	1	56	0	45
0101010001100010	478	4	328	2	257	6	121	0	74	1	70	0	61
0101010001100011	450	3	326	15	321	4	59	2	74	2	50	2	46
0101010001100100	420	8	299	4	161	3	48	0	78	0	76	1	28
0101010001100101	415	6	295	4	221	8	57	2	68	1	59	2	37
0101010001100110	489	4	309	6	156	6	66	2	79	4	73	1	48
0101010001100111	473	1	332	4	170	6	25	2	80	1	65	1	39
0101010001101000	299	0	218	2	215	4	42	0	59	0	58	4	39
0101010001101001	339	9	251	6	176	2	112	0	51	3	50	2	52
0101010001101010	403	4	243	8	301	3	81	1	66	1	45	2	52
0101010001101011	447	2	319	26	332	7	37	0	62	2	50	2	67
0101010001101100	352	7	283	6	238	10	64	0	70	0	56	1	47
0101010001101101	347	6	247	2	226	13	88	0	50	1	49	2	50
0101010001101110	493	2	322	20	344	7	68	1	79	2	57	0	49
0101010001101111	432	4	296	27	328	3	67	8	71	2	45	7	50
0101010001110000	422	2	335	1	198	8	45	2	86	0	63	2	40
0101010001110001	448	1	343	2	260	3	40	2	76	2	55	2	45
0101010001110010	464	3	338	1	177	6	50	0	74	0	52	0	29
0101010001110011	442	7	383	5	289	3	42	2	51	2	54	6	36
0101010001110100	459	5	307	3	296	10	106	3	77	1	62	1	53
0101010001110101	428	8	323	3	205	4	48	0	50	2	65	1	37
0101010001110110	434	7	291	3	174	4	38	0	67	0	52	2	41
0101010001110111	491	2	363	4	277	5	58	3	58	5	44	4	32
0101010001111000	311	1	213	4	185	2	30	1	54	0	60	2	20
0101010001111001	349	3	256	3	140	5	32	3	61	0	41	0	23
0101010001111010	408	1	303	1	227	5	55	0	84	1	56	1	55
0101010001111011	449	3	357	6	297	3	89	2	48	1	44	0	37
0101010001111100	379	4	247	8	174	3	35	4	71	0	66	0	33
0101010001111101	373	1	292	4	190	5	42	1	62	1	50	2	21
0101010001111110	472	6	291	0	277	8	68	3	87	1	58	4	29
0101010001111111	431	1	295	4	181	8	28	3	55	1	45	3	34
0101010010000000	518	4	415	14	303	8	56	0	82	0	72	1	37
0101010010000001	484	10	388	3	213	12	95	0	89	0	95	0	45
0101010010000010	412	2	362	4	189	8	46	0	87	0	64	1	30
0101010010000011	486	4	434	5	316	18	120	1	104	0	60	0	54
0101010010000100	410	3	368	9	267	10	84	0	78	0	79	6	45
0101010010000101	411	4	332	3	286	1	88	0	83	0	77	3	62
0101010010000110	470	1	403	4	272	9	80	0	97	1	73	0	27
0101010010000111	457	5	379	3	183	14	33	0	76	0	80	0	37
0101010010001000	325	1	291	3	273	9	74	0	66	0	61	3	53
0101010010001001	372	5	256	0	235	3	57	0	89	0	52	1	50
0101010010001010	436	4	337	9	236	10	75	0	97	0	68	0	43
0101010010001011	433	5	295	2	248	19	81	0	83	0	70	0	43
0101010010001100	412	10	309	4	240	1	58	0	66	0	75	0	39
0101010010001101	355	4	269	2	259	4	59	0	69	0	57	0	43
0101010010001110	483	5	362	1	255	10	81	0	107	0	91	0	21
0101010010001111	413	4	301	3	225	7	62	0	85	0	77	3	31
0101010010010000	495	2	363	1	242	7	66	0	89	0	59	0	50
0101010010010001	379	5	260	2	160	5	61	1	67	0	56	1	42
0101010010010010	447	2	327	4	466	8	83	0	88	0	58	4	94
0101010010010011	443	6	389	2	336	7	74	0	63	2	68	3	41
0101010010010100	444	3	284	5	198	10	37	1	96	0	64	0	24
0101010010010101	395	1	341	3	211	8	55	0	81	0	75	3	34
0101010010010110	436	3	351	7	295	5	83	0	76	1	64	0	64
0101010010010111	405	1	353	15	300	5	63	1	89	0	84	1	38
0101010010011000	301	2	269	2	115	6	28	0	60	0	65	0	25
0101010010011001	240	2	235	1	228	9	42	0	53	0	54	0	48
0101010010011010	393	3	300	2	143	5	38	0	67	0	70	3	20
0101010010011011	391	6	354	6	237	7	36	0	91	1	59	0	25
0101010010011100	409	0	298	3	152	5	41	0	88	0	90	0	26
0101010010011101	359	11	279	3	136	7	29	0	66	1	51	1	31
0101010010011110	427	1	315	3	279	6	61	0	90	2	78	0	32
0101010010011111	427	0	339	3	311	1	104	1	84	1	55	11	69
0101010010100000	450	2	301	1	239	5	70	1	58	2	61	1	36
0101010010100001	354	1	278	5	222	9	45	1	61	1	53	5	52
0101010010100010	451	5	290	4	241	7	32	1	77	0	66	0	43
0101010010100011	392	2	347	24	230	5	37	2	78	1	57	3	39
0101010010100100	377	1	302	4	163	3	59	0	69	0	55	1	31
0101010010100101	415	4	355	29	346	10	97	0	77	0	62	1	89
0101010010100110	357	3	300	5	231	4	58	1	61	1	60	0	27
0101010010100111	452	5	331	6	263	10	46	1	77	1	56	4	51
0101010010101000	239	1	204	1	86	2	23	2	61	0	39	0	16
0101010010101001	292	3	222	26	172	3	54	1	41	0	36	0	30
0101010010101010	362	2	267	0	240	5	70	0	61	0	42	0	38
0101010010101011	344	2	279	2	166	6	33	3	63	1	62	0	14
0101010010101100	346	1	280	4	169	13	52	0	61	0	42	1	34
0101010010101101	329	2	253	1	106	5	49	0	52	2	49	1	23
0101010010101110	435	8	306	7	158	5	21	1	81	0	50	0	22
0101010010101111	455	3	302	11	272	11	48	0	50	2	65	0	26
0101010010110000	388	6	349	5	259	9	51	0	77	1	52	3	39
0101010010110001	390	3	308	3	189	12	50	4	63	3	52	1	32
0101010010110010	412	3	315	8	358	9	123	0	76	0	56	0	35
0101010010110011	457	4	338	36	293	7	58	1	60	1	50	4	66
0101010010110100	342	3	271	10	285	7	86	0	70	0	49	2	50
0101010010110101	485	7	316	4	345	8	75	1	70	1	50	4	56
0101010010110110	464	3	320	9	233	5	71	0	75	0	60	2	47
0101010010110111	428	5	322	4	222	7	74	1	66	3	39	8	38
0101010010111000	273	4	201	16	138	1	46	1	50	0	39	2	23
0101010010111001	371	1	289	5	202	4	36	4	39	2	53	1	41
0101010010111010	375	0	258	4	184	8	32	0	61	1	58	0	35
0101010010111011	403	5	281	23	202	5	48	2	55	3	36	2	24
0101010010111100	334	6	248	20	225	6	64	1	50	0	39	2	32
0101010010111101	295	0	236	0	137	1	23	1	55	3	46	0	28
0101010010111110	386	4	277	3	307	5	57	0	65	0	60	1	38
0101010010111111	390	10	245	32	192	5	47	1	54	0	38	0	76
0101010011000000	356	2	291	4	244	6	60	1	70	0	48	1	49
0101010011000001	390	4	320	0	235	9	70	0	68	0	64	2	48
0101010011000010	397	1	313	3	217	5	59	0	72	0	43	0	43
0101010011000011	454	2	390	3	241	5	59	1	75	0	65	0	34
0101010011000100	317	2	251	3	128	5	34	0	73	0	55	2	31
0101010011000101	438	1	321	0	304	5	85	0	91	2	68	0	57
0101010011000110	405	3	273	1	230	6	59	0	92	0	44	0	41
0101010011000111	362	1	320	5	372	3	58	1	68	1	62	1	48
0101010011001000	228	4	234	1	209	4	37	0	63	0	49	0	23
0101010011001001	318	4	239	3	114	3	24	0	72	0	42	0	24
0101010011001010	368	0	250	1	165	4	44	0	57	0	62	0	36
0101010011001011	405	4	308	1	155	5	74	1	66	0	62	1	34
0101010011001100	374	0	260	2	181	4	37	0	61	0	56	1	22
0101010011001101	305	1	278	4	178	3	35	0	79	2	59	0	44
0101010011001110	394	3	300	1	320	4	69	0	67	0	66	1	72
0101010011001111	460	7	293	2	186	5	66	0	77	0	64	1	30
0101010011010000	427	1	313	4	193	3	37	0	72	0	70	0	35
0101010011010001	349	5	282	5	163	1	49	0	86	0	57	1	58
0101010011010010	395	7	269	2	236	3	70	0	81	0	57	2	58
0101010011010011	374	3	268	0	184	2	39	0	80	2	57	0	30
0101010011010100	345	3	236	2	236	2	68	0	78	0	56	1	35
0101010011010101	323	4	290	5	184	7	40	0	62	1	57	0	20
0101010011010110	360	2	286	0	273	3	93	1	75	0	64	0	44
0101010011010111	369	3	291	1	171	5	62	1	68	0	65	0	43
0101010011011000	253	1	177	3	116	6	44	0	49	1	56	2	15
0101010011011001	293	2	173	4	146	2	47	1	42	0	43	0	29
0101010011011010	333	1	264	4	190	2	29	0	66	1	63	0	24
0101010011011011	348	3	262	8	254	2	60	1	53	1	54	1	39
0101010011011100	276	2	197	1	157	6	31	0	58	0	46	0	19
0101010011011101	260	3	211	6	242	4	65	0	53	0	49	2	55
0101010011011110	327	2	246	7	134	5	43	0	74	0	50	0	28
0101010011011111	356	0	243	1	198	2	37	0	51	0	54	1	44
0101010011100000	396	1	272	2	149	5	34	0	55	1	48	1	24
0101010011100001	304	2	211	3	155	5	20	0	41	3	31	5	17
0101010011100010	401	4	278	5	149	4	51	2	52	2	48	2	41
0101010011100011	372	4	253	2	179	1	26	2	41	3	32	1	27
0101010011100100	307	5	234	0	242	7	67	1	51	0	35	0	33
0101010011100101	336	2	261	2	120	4	59	2	50	1	33	6	30
0101010011100110	306	3	213	0	106	3	41	1	47	3	42	1	19
0101010011100111	363	3	234	16	168	5	28	4	47	3	24	2	39
0101010011101000	289	3	146	0	261	5	50	0	46	0	25	3	46
0101010011101001	238	1	195	1	231	1	36	3	39	0	24	4	26
0101010011101010	310	7	205	1	159	1	37	1	34	0	28	2	37
0101010011101011	315	4	244	3	169	4	37	1	53	2	29	3	16
0101010011101100	252	7	206	1	135	3	28	0	26	0	34	0	21
0101010011101101	279	4	216	1	143	1	33	1	45	3	42	1	23
0101010011101110	343	1	216	1	298	4	53	0	50	1	32	3	22
0101010011101111	334	1	242	0	211	10	40	0	23	5	17	5	17
0101010011110000	320	2	254	2	176	3	28	1	46	0	33	0	36
0101010011110001	308	3	240	2	146	5	21	5	38	4	30	1	23
0101010011110010	352	3	201	3	110	3	29	0	37	2	35	0	27
0101010011110011	287	3	223	3	132	2	24	4	41	3	24	3	18
0101010011110100	258	2	227	0	121	3	19	2	37	0	27	2	30
0101010011110101	271	2	251	1	136	6	34	1	40	2	18	4	21
0101010011110110	294	2	214	1	229	4	60	0	42	1	34	1	28
0101010011110111	235	2	251	3	148	6	17	2	29	3	17	5	17
0101010011111000	242	1	161	1	135	2	31	1	38	0	35	1	32
0101010011111001	221	5	161	4	175	5	31	1	32	1	26	3	30
0101010011111010	282	3	160	6	134	5	29	1	43	3	23	2	22
0101010011111011	266	3	211	3	171	3	28	2	30	5	24	3	30
0101010011111100	267	1	188	4	203	3	73	5	39	2	45	0	28
0101010011111101	223	2	223	1	176	3	31	0	45	2	25	2	25
0101010011111110	300	2	235	3	160	3	31	1	62	2	39	1	37
0101010011111111	300	3	239	3	169	6	26	1	28	2	35	4	13
0101010100000000	494	4	398	6	312	5	58	1	69	1	74	0	76
0101010100000001	395	5	345	5	220	7	37	2	82	0	67	1	32
0101010100000010	468	3	361	4	295	7	39	0	97	0	70	2	34
0101010100000011	493	5	403	6	168	9	49	0	109	0	91	0	37
0101010100000100	452	0	310	4	229	3	39	0	98	0	66	1	28
0101010100000101	446	2	423	2	342	8	61	0	83	0	74	0	46
0101010100000110	412	7	342	13	276	10	87	0	73	0	73	0	50
0101010100000111	400	5	385	4	302	3	44	0	60	1	67	1	60
0101010100001000	258	4	248	1	211	4	64	0	66	0	49	0	42
0101010100001001	319	2	235	22	261	11	43	1	61	1	44	0	40
0101010100001010	386	7	382	9	174	5	25	0	76	2	56	0	26
0101010100001011	410	5	376	6	263	4	82	0	57	1	76	2	32
0101010100001100	400	4	294	6	277	4	49	0	65	1	54	1	43
0101010100001101	385	12	320	1	135	6	22	0	63	0	73	0	25
0101010100001110	402	3	349	19	233	4	62	0	82	0	57	0	33
0101010100001111	403	3	378	7	302	9	68	0	82	0	64	0	53
0101010100010000	394	7	320	9	398	6	101	0	80	0	62	0	49
0101010100010001	353	2	289	2	198	11	49	0	59	0	45	2	32
0101010100010010	408	2	326	2	351	3	46	0	69	1	70	0	42
0101010100010011	422	2	323	3	239	4	75	1	74	0	79	0	45
0101010100010100	402	6	308	3	192	8	42	1	77	0	67	2	25
0101010100010101	394	3	300	4	313	6	50	0	64	0	50	2	35
0101010100010110	372	3	289	7	240	5	36	0	74	0	64	0	27
0101010100010111	376	4	311	5	373	4	67	0	55	0	56	2	44
0101010100011000	302	1	284	2	183	4	35	0	51	0	60	0	36
0101010100011001	252	1	200	5	137	4	55	0	50	1	54	0	24
0101010100011010	278	5	226	3	145	5	46	0	65	0	56	0	38
0101010100011011	318	4	273	4	170	11	48	1	64	0	41	2	32
0101010100011100	325	2	266	2	250	6	53	0	61	0	75	0	39
0101010100011101	319	6	259	1	119	1	36	0	62	0	62	0	33
0101010100011110	347	5	309	4	143	4	31	0	63	0	60	1	22
0101010100011111	401	4	317	2	289	5	80	0	54	2	75	0	50
0101010100100000	361	4	303	4	227	5	28	2	58	0	55	1	34
0101010100100001	353	1	268	1	179	7	25	1	51	1	39	2	34
0101010100100010	409	10	339	3	246	10	54	2	59	2	63	2	47
0101010100100011	382	6	302	7	246	10	53	3	37	3	28	3	53
0101010100100100	335	3	242	4	134	7	21	3	51	2	42	2	18
0101010100100101	421	4	349	3	177	11	32	1	57	2	53	4	44
0101010100100110	379	6	330	2	208	4	45	1	55	0	57	2	48
0101010100100111	337	2	322	10	228	11	22	2	48	5	41	5	17
0101010100101000	291	8	210	3	165	1	71	1	56	2	39	2	17
0101010100101001	302	3	270	10	174	6	40	1	52	2	44	1	23
0101010100101010	400	3	343	2	286	5	66	0	75	1	44	6	32
0101010100101011	350	2	218	15	180	5	37	3	42	3	30	2	47
0101010100101100	319	4	208	3	146	6	21	0	43	2	44	1	22
0101010100101101	280	4	294	1	105	6	55	0	48	1	44	2	32
0101010100101110	397	6	343	3	303	7	75	0	59	0	40	3	42
0101010100101111	391	4	335	4	365	8	41	4	53	5	37	4	56
0101010100110000	389	6	309	2	239	2	51	2	60	1	44	3	49
0101010100110001	369	2	273	3	199	8	30	1	49	0	58	5	21
0101010100110010	387	2	273	3	239	5	43	4	48	1	39	4	42
0101010100110011	425	5	318	6	242	9	63	2	37	4	46	5	50
0101010100110100	409	4	294	3	200	6	47	0	54	3	39	1	31
0101010100110101	401	6	336	2	241	9	60	3	44	3	47	3	45
0101010100110110	364	5	326	2	230	6	57	1	52	2	50	5	43
0101010100110111	366	5	326	4	189	3	13	4	45	9	45	2	28
0101010100111000	254	5	215	1	166	5	25	0	40	1	27	1	18
0101010100111001	260	4	208	2	113	2	32	1	34	2	30	2	20
0101010100111010	331	3	263	2	127	9	22	1	52	2	35	3	23
0101010100111011	410	7	321	14	224	4	43	0	34	5	41	5	43
0101010100111100	333	3	269	4	188	4	56	0	44	3	38	1	40
0101010100111101	318	3	240	3	153	3	38	4	46	3	40	1	31
0101010100111110	366	4	298	3	163	3	24	1	53	3	38	2	27
0101010100111111	432	3	323	6	209	6	41	1	41	6	35	3	36
0101010101000000	545	15	486	13	335	19	80	0	106	0	91	3	65
0101010101000001	522	10	397	14	354	11	76	0	110	2	80	1	52
0101010101000010	609	9	478	17	318	20	89	0	108	1	93	3	63
0101010101000011	612	13	451	13	471	25	118	2	123	1	96	5	82
0101010101000100	514	7	431	21	505	13	88	0	106	0	101	0	74
0101010101000101	570	13	448	7	359	19	63	1	107	0	94	0	51
0101010101000110	604	9	470	3	329	12	78	0	121	1	97	1	59
0101010101000111	525	22	458	16	420	20	96	0	105	1	87	2	60
0101010101001000	369	6	304	3	323	10	89	0	72	0	61	1	44
0101010101001001	413	7	324	8	256	13	62	1	82	1	84	1	58
0101010101001010	484	9	475	16	285	12	104	0	90	0	89	1	44
0101010101001011	510	10	413	4	295	21	83	0	98	1	85	2	45
0101010101001100	475	6	350	9	293	10	83	1	103	0	67	1	39
0101010101001101	472	9	357	12	310	14	62	0	93	1	76	5	50
0101010101001110	584	11	460	15	344	18	84	0	103	1	90	1	46
0101010101001111	560	17	423	9	345	20	93	0	100	0	99	1	63
0101010101010000	503	11	417	5	285	18	46	0	106	0	83	0	40
0101010101010001	471	9	401	11	277	12	59	1	96	0	81	0	30
0101010101010010	497	5	427	7	306	17	65	0	120	0	71	3	51
0101010101010011	554	14	505	21	307	17	81	0	112	0	81	9	61
0101010101010100	536	8	396	6	361	16	104	1	101	1	90	3	53
0101010101010101	473	10	446	20	265	15	68	0	101	0	94	1	43
0101010101010110	514	12	434	11	289	13	119	0	99	0	87	1	44
0101010101010111	499	8	428	11	341	21	77	0	112	1	72	1	46
0101010101011000	379	10	290	21	245	4	62	0	71	1	69	6	56
0101010101011001	362	7	279	8	201	20	41	0	78	0	63	2	34
0101010101011010	424	10	373	7	196	14	53	0	94	0	84	0	54
0101010101011011	521	7	393	9	308	15	52	1	79	0	76	0	48
0101010101011100	432	4	343	13	245	11	49	0	100	0	66	3	40
0101010101011101	444	7	319	16	244	20	30	0	71	0	51	0	31
0101010101011110	494	7	379	7	323	16	56	0	110	1	91	2	39
0101010101011111	434	8	432	25	312	17	79	0	88	0	90	4	36
0101010101100000	475	13	382	24	274	21	77	1	88	2	57	2	68
0101010101100001	408	5	343	4	252	14	86	2	65	4	50	2	42
0101010101100010	472	12	441	7	334	11	42	1	89	0	64	1	47
0101010101100011	551	20	413	15	339	26	66	2	57	8	35	14	53
0101010101100100	442	8	361	19	326	12	79	3	69	1	55	5	40
0101010101100101	490	16	430	5	331	12	73	3	86	4	60	2	38
0101010101100110	501	7	394	45	325	20	79	2	68	3	50	5	55
0101010101100111	510	13	390	20	245	19	56	10	46	8	30	9	58
0101010101101000	247	3	227	2	156	12	26	0	62	0	50	1	29
0101010101101001	316	11	261	7	153	6	44	2	66	3	57	1	41
0101010101101010	416	8	352	5	249	15	68	4	55	2	49	2	46
0101010101101011	444	13	346	5	300	15	64	4	44	11	32	5	61
0101010101101100	372	7	356	5	248	12	54	1	60	1	61	2	41
0101010101101101	329	13	298	40	216	11	29	1	47	4	50	3	30
0101010101101110	418	14	323	8	264	10	81	2	66	2	64	2	40
0101010101101111	490	10	389	6	302	14	52	4	56	13	38	5	34
0101010101110000	486	16	365	6	298	17	37	0	67	5	53	2	32
0101010101110001	460	6	298	2	280	13	53	1	66	2	42	6	42
0101010101110010	451	6	402	7	290	15	35	5	48	6	51	5	50
0101010101110011	527	12	443	15	263	16	53	9	30	10	31	11	47
0101010101110100	468	10	357	3	206	8	59	3	52	5	51	3	59
0101010101110101	464	6	347	5	270	12	45	10	45	4	61	7	48
0101010101110110	464	10	378	3	256	11	52	7	57	2	56	5	38
0101010101110111	469	13	389	23	330	14	47	3	31	8	24	17	54
0101010101111000	349	7	245	11	183	11	56	3	49	3	27	6	32
0101010101111001	384	8	278	22	237	16	20	2	39	1	29	8	33
